YEAR,IMO,NAME,TYPE,GT,LDT,BUILT,LAST FLAG,PREVIOUS_FLAG,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL
2017,9100217,Golden Resource,Bulk Carrier,29031,,1994,Panama,,Wanhua Chemical Group Company Limited ,China,Wanhua Chemical Group Company Limited ,Wanhua Shipping (Singapore) Private Limited ,Singapore,Gadani,Pakistan,17-Jun
2017,7726706,Wei Li,Refrigerated Cargo,11243,,1979,Liberia,,Wei Fong Shipping Co Ltd,China,Wei Fong Shipping Co Ltd,Rei Fong Shipping Ltd,Hong Kong  ,Alang,India,17-Dec
2017,8400529,Tai An-1,Bulk Carrier,16582,,1985,Togo,Panama,Xiamen Lianghui Ship Management Company Limited ,China,Xiamen Lianghui Ship Management Company Limited ,Tai An Shipping Company ,Hong Kong,Gadani,Pakistan,17-May
2017,8801371,Han Li,General Cargo With Container Capacity,15506,,1990,Panama,,Yi Jie Shipping Corporation ,China,Yi Jie Shipping Corporation ,Yi Jie Shipping Corporation ,China,Alang,India,17-Apr
2017,8100947,Xin 7,Bulk Carrier,34332,,1984,Comoros,China,Zhejiang Shipping Group Co Ltd,China,Zhejiang Fuxing Shipping Co,Zhejiang Fuxing Shipping Co,China,Gadani,Pakistan,17-Jul
2017,8008967,Brodospas Rainbow,Anchor Handling Tug/Supply,1310,,1984,St Vincent & The Grenadines,,Brodospas dd,Croatia,Brodospas dd,Croatia Shipping Limited ,St Vincent & The Grenadines,Aliaga,Turkey,17-Mar
2017,8008979,Brodospas Storm,Anchor Handling Tug/Supply,1310,,1984,St Vincent & The Grenadines,,Brodospas dd,Croatia,Brodospas dd,Croatia Shipping Limited ,St Vincent & The Grenadines,Aliaga,Turkey,17-Mar
2017,8206959,Brodospas Star,Tug/Supply Ship (O.R.S.V.),1632,,1985,Malta,,Brodospas dd,Croatia,Brodospas dd,Croatia Shipping Ltd,St Vincent & The Grenadines,Aliaga,Turkey,17-Jul
2017,8206973,Brodospas Sun,Tug/Supply Ship (O.R.S.V.),1632,,1986,St Vincent & The Grenadines,Malta,Brodospas dd,Croatia,Brodospas dd,Croatia Shipping Ltd,St Vincent & The Grenadines,Aliaga,Turkey,17-Dec
2017,8301668,Indra II,Bulk Carrier,12872,,1984,Comoros,,Bulcom Ltd,Cyprus,Bulcom Ltd,Plamocean Maritime Ltd,Marshall Islands,Alang,India,17-Nov
2017,8804098,Chandi Prasad,Bulk Carrier,77655,,1989,India,,Essar Group ,Cyprus,Essar Shipping Limited ,Essar Shipping Limited ,India,Gadani,Pakistan,17-Jun
2017,7406021,St. Barbara,Research,2324,,1977,St Vincent & The Grenadines,,Miliana Shipmanagement Ltd,Cyprus,Miliana Shipmanagement Ltd,St Barbara Navigation Co Ltd,Cyprus,Liepaja,Latvia,17-Aug
2017,8759176,Hib,"Platform, Semi-Submersible",15719,,1977,Tanzania ,,Prosafe SE,Cyprus,DJ's Surplus & Equipment LLC,DJ's Surplus & Equipment LLC,United States Of America,Aliaga,Turkey,17-Aug
2017,8302179,Sea Pearl,General Cargo With Container Capacity,27013,,1986,Bahamas,,SMT Shipping (Cyprus) Limited ,Cyprus,SMT Shipping (Cyprus) Limited ,Sea Pearl Limited ,Marshall Islands,Alang,India,17-Mar
2017,7802952,Antwerpen,Bulk Carrier With Container Capacity,25605,,1979,Panama,,SMT Shipping (Cyprus) Limited ,Cyprus,SMT Shipping (Cyprus) Limited ,Antwerpen Shipping Company Limited ,Marshall Islands,Chittagong,Bangladesh,17-Jun
2017,9127148,Bass,Tanker,79779,,1997,Comoros,Saint Kitts and Nevis,Transland Bulk Carriers,Cyprus,Unknown owners,Nautical Challenge Ltd,Marshall Islands,Chittagong,Bangladesh,17-Jul
2017,9134634,Hanoi,Fully Cellular Containership,16801,,1997,St Kitts & Nevis,Cyprus,Uniteam Marine Limited ,Cyprus,Uniteam Marine Limited ,Aryona Shipping Company Limited ,Cyprus,Alang,India,17-Jun
2017,6800024,Okobia,Tanker,603,,1968,Togo,,VGN Sludge Ltd,Cyprus,VGN Sludge Ltd,VGN Sludge Ltd,Cyprus,Aliaga,Turkey,17-Nov
2017,9143025,Sea-Land Intrepid,Fully Cellular Containership,49985,,1997,Singapore,,A.P. Moller-Maersk Group ,Denmark,A.P. Moller Singapore Private Limited ,A.P. Moller Singapore Private Limited ,Singapore,Jiangyin,China,17-Jan
2017,9144330,Maersk Battler,Tug,4363,,1997,Denmark,,A.P. Moller-Maersk Group ,Denmark,A.P. Moller-Maersk A/S ,A.P. Moller-Maersk A/S ,Denmark,Aliaga,Turkey,17-Jan
2017,8820004,Troense Maersk,Fully Cellular Containership,16982,,1992,Denmark,,A.P. Moller-Maersk Group ,Denmark,Maersk Line A/S ,Maersk Line A/S ,Denmark,Aliaga,Turkey,17-Jan
2017,9106194,Sealand Mercury,Fully Cellular Containership,49985,,1995,Hong Kong,,A.P. Moller-Maersk Group ,Denmark,Maersk Line A/S ,Maersk Shipping Hong Kong Limited ,Hong Kong,Jiangyin,China,17-Feb
2017,9143037,Sealand Lightning,Fully Cellular Containership,49985,,1997,Singapore,,A.P. Moller-Maersk Group ,Denmark,A.P. Moller Singapore Private Limited ,A.P. Moller Singapore Private Limited ,Singapore,Jiangyin,China,17-Feb
2017,8212673,Ssg Edward A.Carter Jr.,Fully Cellular Containership,57075,,1985,United States of America,,A.P. Moller-Maersk Group ,Denmark,Maersk Line Limited ,Maersk Line Limited ,United States of America,Aliaga,Turkey,17-Apr
2017,9155133,Maersk Carolina,Fully Cellular Containership,50698,,1998,United States of America,,A.P. Moller-Maersk Group ,Denmark,Maersk Line Limited ,Maersk Line Limited ,United States of America,Jiangyin,China,17-May
2017,9155121,Maersk Missouri,Fully Cellular Containership,50698,,1998,United States of America,,A.P. Moller-Maersk Group ,Denmark,Maersk Line Limited ,Maersk Line Limited ,United States of America,Jiangyin,China,17-May
2017,9064279,Tinglev Maersk,Fully Cellular Containership,18859,,1994,Denmark,,A.P. Moller-Maersk Group ,Denmark,Maersk Line A/S ,Maersk Line A/S ,Denmark,Jiangyin,China,17-May
2017,8820195,Maersk California,Container Ship,18979,,1992,United States Of America,,A.P. Moller-Maersk Group ,Denmark,Maersk Line A/S,Maersk Line Ltd-USA,United States Of America,Aliaga,Turkey,17-Jul
2017,9193252,Maersk Wisconsin,Container Ship,50698,,2000,Singapore,,A.P. Moller-Maersk Group ,Denmark,Maersk Line A/S,Moller Singapore AP Pte Ltd,Singapore,Jiangyin,China,17-Aug
2017,8401951,Maersk Champion,Tug/Supply Ship (O.R.S.V.),2887,,1986,Denmark,,A.P. Moller-Maersk Group ,Denmark,Maersk Supply Service AS,Maersk Supply Service AS,Denmark,Aliaga,Turkey,17-Oct
2017,9116890,Racer,Fully Cellular Containership,49985,,1996,Palau,Hong Kong,A.P. Moller-Maersk Group ,Denmark,Maersk Line A/S ,Maersk Shipping Hong Kong Limited ,Hong Kong,Alang,India,17-Jan
2017,9143001,Sealand Charger,Fully Cellular Containership,49985,,1997,Palau,Singapore,A.P. Moller-Maersk Group ,Denmark,A.P. Moller Singapore Private Limited ,A.P. Moller Singapore Private Limited ,Singapore,Alang,India,17-Jan
2017,9143013,Sea-Land Eagle,Fully Cellular Containership,49985,,1997,Comoros,Hong Kong,A.P. Moller-Maersk Group ,Denmark,Maersk Line Limited ,Maersk Line Limited ,United States of America,Alang,India,17-Feb
2017,9106209,Sea Land Meteor,Container Ship,49985,,1996,Palau,Hong Kong,A.P. Moller-Maersk Group ,Denmark,Maersk Line A/S,Maersk Shipping Hong Kong Ltd,Hong Kong,Alang,India,17-Jul
2017,8131180,Arina Arctica,Container Ship,6759,,1984,Denmark,,Denmark Govt,Denmark,Royal Arctic Line A/S,Royal Arctic Line A/S,Greenland,Frederikshavn,Denmark,17-Aug
2017,8900268,Grampian Hunter,Standby Safety Vessel,763,,1991,United Kingdom,,Investeringsgruppen Danmark A/S ,Denmark,ID Shipping A/S ,K/S Vesterhavet ,Denmark,Grenaa,Denmark,17-Jan
2017,8922357,Cervantes,Liquefied Petroleum Gas Carrier,3675,,1992,Isle of Man,,Lauritzen Group ,Denmark,J. Lauritzen A/S ,J. Lauritzen A/S ,Denmark,Aliaga,Turkey,17-Mar
2017,7600586,Mansour M.,General Cargo With Container Capacity,3785,,1977,Moldova,,Mansour family group of companies ,Denmark,Mansour Shipping Company Limited ,Mansour Shipping Company Limited ,Denmark,Alang,India,17-Jan
2017,7211385,Maria Del Carmen,Tanker,1823,,1972,Ecuador,,Vepamil SA,Ecuador,Oceanbat SA,Oceanbat SA,Ecuador,Guayaquil,Ecuador,17-Jul
2017,8109058,Bushra V,General Cargo,2409,,1981,Moldova,,Rashad M,Egypt,Mashal Shipping Agency,Luissa Shipping Co,United States Of America,Alang,India,17-Jul
2017,8311027,Jasmine Of Sea,General Cargo With Container Capacity,10100,,1983,Panama,,Red Sea Navigation Company ,Egypt,Red Sea Navigation Company ,Red Sea Navigation Company ,Egypt,Gadani,Pakistan,17-Jan
2017,7530004,Saksaberg,Fishing,670,,1975,Faroe Islands,,Desin P/F ,Faroe Islands,Desin P/F ,Desin P/F ,Faroe Islands,Esbjerg,Denmark,17-May
2017,5121768,Bluewhite Eagle,Ferry,710,,1960,Finland,,BlueWhite Resorts Oy,Finland,BlueWhite Resorts Oy,BlueWhite Resorts Oy,Finland,Naantali,Finland,17-Oct
2017,9158551,Germania,Tanker,56115,,1998,Palau,Bahamas,Lundqvist Rederierna AB,Finland,Lundqvist Rederierna AB,Shinobu Shipping Co Ltd,Finland,Alang,India,17-Nov
2017,9072094,Swala,Container Ship,11062,,1994,United Kingdom,,CMA CGM Holding & Co SAS,France,CMA CGM SA The French Line,CMA CGM SA The French Line,France,Aliaga,Turkey,17-Nov
2017,9072111,Simb,Container Ship,11062,,1994,Comoros,United Kingdom,CMA CGM Holding & Co SAS,France,CMA CGM SA The French Line,CMA CGM SA The French Line,France,Alang,India,17-Dec
2017,5272050,Paul H. Townsend,"Bulk Carrier, Great Laker",4302,,1945,United States Of America,,Lafarge SA,France,Inland Lakes Management Inc,American Transport Leasing,United States Of America,Port Colborne,Canada,17-Sep
2017,8030180,Gb Ionian,General Cargo,2016,,1982,Tanzania ,,Oldington Invest Corp,Georgia,Oldington Invest Corp,Oldington Invest Corp,Seychelles,Aliaga,Turkey,17-Aug
2017,8827181,Frisia V,Passenger Ro/Ro,1007,,1965,Germany,,AG Reederei Norden-Frisia ,Germany,AG Reederei Norden-Frisia ,AG Reederei Norden-Frisia ,Germany,Groningen,Netherlands,17-Jan
2017,9261724,Al Endeavor,Container Ship,53096,,2003,Liberia,,AL Global Containers GmbH,Germany,Atlantic Lloyd GmbH & Co KG,AL Endeavor Shipping Pte Ltd,Singapore,Gadani,Pakistan,17-Jul
2017,9127796,Orion I,Container Ship,21199,,1997,St Kitts & Nevis,Germany,Alpha Shipmanagement GmbH & Co,Germany,Alpha Shipmanagement GmbH & Co,Orion,Germany,Gadani,Pakistan,17-Oct
2017,9231169,Auguste Schulte,Fully Cellular Containership,27093,,2002,St Kitts & Nevis,Liberia,Bernhard Schulte Group of Companies ,Germany,Bernhard Schulte Shipmanagement (Deutschland) & Company KG ,ms Auguste Schulte Schiffahrtsges. mbH & Company KG ,Germany,Chittagong,Bangladesh,17-Jan
2017,9102497,Lissy Schulte,Fully Cellular Containership,16800,,1995,Singapore,,Bernhard Schulte Group of Companies ,Germany,Bernhard Schulte GmbH & Company KG ,Gateway Park Shipping Company Private Limited ,Singapore,Alang,India,17-Apr
2017,9247950,Rich  ,Fully Cellular Containership,35589,,2002,Comoros,Liberia,Bernhard Schulte Group of Companies ,Germany,Bernhard Schulte Shipmanagement (Deutschland) & Company KG ,MS Friedrich Schulte Schifffahrtsgesellschaft mbH & Company KG ,Germany,Alang,India,17-Apr
2017,9261748,Al Enterprise,Fully Cellular Containership,53096,,2003,Liberia,,Bunnemann Group ,Germany,Atlantic Lloyd Shipmanagement GmbH & Company KG ,Al Enterprise Schiffahrts ,Germany,Chittagong,Bangladesh,17-Mar
2017,9261712,Enco,Fully Cellular Containership,53096,,2003,St Kitts & Nevis,Singapore,Bunnemann Group ,Germany,Asiatic Lloyd Maritime LLP ,Al Encore Shipping Private Limited ,Singapore,Chittagong,Bangladesh,17-Apr
2017,9261736,Al Endurance-I,Container Ship,53096,,2003,St Kitts & Nevis,Singapore,Bunnemann Group ,Germany,Atlantic Lloyd GmbH & Co KG,AL Endurance Shipping Corp,Liberia,Gadani,Pakistan,17-Jul
2017,9215634,Jin V,Fully Cellular Containership,65918,,2000,St Kitts & Nevis,Germany,Conti Holding GmbH & Company KG ,Germany,Conti Reederei Management GmbH & Company Konzeptions KG ,Conti 24 Alemania Schiffahrts-GmbH & Company KG ms Conti Lissabon ,Germany,Alang,India,17-Apr
2017,9171826,Spirit,Crude Oil Tanker,62619,,1999,Palau,Liberia,Dr Peters GmbH & Co KG,Germany,Dr Peters GmbH & Co KG,DS-Rendite-Fonds Nr.104 Teekay Spirit GmbH & Company Tankschiff KG ,Germany,Chittagong,Bangladesh,17-Jun
2017,9179646,Crown,Tanker,156802,,1999,Palau,Liberia,Dr Peters GmbH & Co KG,Germany,Magellan Chartering Services,Front Crown GmbH & Co,Germany,Chittagong,Bangladesh,17-Dec
2017,8007808,Golden,Bulk Carrier,45910,,1982,Palau,Liberia,Egon Oldendorff GmbH & Co KG,Germany,Oldendorff Carriers GmbH & Co,EOL Panamax Inc,Liberia,Gadani,Pakistan,17-Jul
2017,9102966,Sveti Nikola I,Bulk Carrier,25600,,1997,Marshall Islands,,Egon Oldendorff KG ,Germany,Oldendorff Carriers GmbH & Company KG ,Rosebank Maritime Incorporated ,Liberia,Gadani,Pakistan,17-Apr
2017,9160425,Sun 1,Container Ship,26125,,1998,St Kitts & Nevis,Liberia,ER Schiffahrt GmbH & Cie KG,Germany,MSC Mediterranean Shipping Co,ER Hamburg Schiffahrts,Germany,Gadani,Pakistan,17-Sep
2017,9226322,Solent,General Cargo With Container Capacity,24918,,2002,Malta,,F.H. Bertling Reederei GmbH ,Germany,F.H. Bertling Reederei GmbH ,ms Provence Schiffahrtsges. mbH & Company KG ,Malta,Alang,India,17-May
2017,9150183,Guru,Fully Cellular Containership,40465,,1997,St Kitts & Nevis,Liberia,Gebab Konzeptions- und Treuhandgesellschaft mbH & Company KG ,Germany,Gebab Konzeptions- und Treuhandgesellschaft mbH & Company KG ,ms Ville de Taurus BS Schiffsbeteiligungsgesellschaft mbH & Company KG ,Germany,Alang,India,17-Apr
2017,9150200,Stark,Fully Cellular Containership,49308,,1997,St Kitts & Nevis,Liberia,Gebab Konzeptions- und Treuhandgesellschaft mbH & Company KG ,Germany,Gebab Konzeptions- und Treuhandgesellschaft mbH & Company KG ,ms Ville de Mimosa BS Schiffsbeteiligungsgesellschaft mbH & Company KG ,Germany,Chittagong,Bangladesh,17-Apr
2017,9235074,Rita,Fully Cellular Containership,40306,,2000,Comoros,Gibraltar,Hansa Mare Reederei GmbH & Company ,Germany,Hansa Mare Reederei GmbH & Company ,ms Mare Britannicum Schiffahrtsges. mbH & Company KG ,Germany,Chittagong,Bangladesh,17-Jan
2017,9193238,Marie,Fully Cellular Containership,40306,,1999,Comoros,Antigua & Barbuda,Hansa Mare Reederei GmbH & Company ,Germany,Hansa Mare Reederei GmbH & Company ,ms Mare Lycium Schiffahrtsges. mbH & Company KG ,Germany,Chittagong,Bangladesh,17-Jan
2017,9213272,Mare Atlanticum-1,Fully Cellular Containership,40306,,2000,Togo,Antigua & Barbuda,Hansa Mare Reederei GmbH & Company ,Germany,Hansa Mare Reederei GmbH & Company ,ms Mare Atlanticum Schiffahrtsges. mbH & Company KG ,Germany,Chittagong,Bangladesh,17-Feb
2017,9169134,Mare Siculum-I,Fully Cellular Containership,40306,,1998,St Kitts & Nevis,Antigua & Barbuda,Hansa Mare Reederei GmbH & Company ,Germany,Hansa Mare Reederei GmbH & Company ,ms Mare Siculum Schiffahrtsges. mbH & Company KG ,Germany,Alang,India,17-Mar
2017,9193226,Mare Phoenicium,Fully Cellular Containership,40306,,1999,Gibraltar,,Hansa Mare Reederei GmbH & Company ,Germany,Hansa Mare Reederei GmbH & Company ,ms Mare Phoenicium Schiffahrtsges. mbH & Company KG Schiffahrtsges. mbH & Company KG ,Germany,Alang,India,17-Jan
2017,9222091,Bravo,Fully Cellular Containership,30024,,2001,Antigua & Barbuda,,Hansa Treuhand Schiffsbeteiligungs AG & Company ,Germany,Hansa Treuhand Schiffsbeteiligungs AG & Company ,Schiffahrtsges. ms Bravo mbH & Company KG,Germany,Chittagong,Bangladesh,17-Jan
2017,9228526,Bella-I,Fully Cellular Containership,30024,,2001,St Kitts & Nevis,Antigua & Barbuda,Hansa Treuhand Schiffsbeteiligungs AG & Company ,Germany,Hansa Treuhand Schiffsbeteiligungs AG & Company ,Bella Shipping Company Limited ,Antigua & Barbuda,Alang,India,17-Jan
2017,9225079,Hs Columbia,Fully Cellular Containership,65131,,2001,Liberia,,Hansa Treuhand Schiffsbeteiligungs AG & Company ,Germany,Hansa Shipping GmbH & Company KG ,HS Colombia Shipping Company Limited ,Liberia,Chittagong,Bangladesh,17-Mar
2017,9228540,Sun,Fully Cellular Containership,30024,,2002,St Kitts & Nevis,Antigua & Barbuda,Hansa Treuhand Schiffsbeteiligungs AG & Company ,Germany,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G. ,ms Bosun Schiffahrts-Gesellschaft mbH & Company KG ,Germany,Chittagong,Bangladesh,17-Apr
2017,9138290,Juist Trader,Fully Cellular Containership,25361,,1998,Liberia,,Hermann Buss GmbH & Cie KG ,Germany,Hermann Buss GmbH & Cie KG ,Hermann Buss GmbH & Company KG ms Juist Trader ,Germany,Alang,India,17-Jun
2017,9154218,Anna,Fully Cellular Containership,25713,,1997,St Kitts & Nevis,Antigua & Barbuda,HS Schiffahrts GmbH & Company KG ,Germany,HS Schiffahrts GmbH & Company KG ,HS Schiffahrts GmbH & Co. KG ms Anna Schepers ,Germany,Alang,India,17-Mar
2017,9159543,Carola,Bulk Carrier,38364,,1997,Liberia,,Johann M.K. Blumenthal GmbH & Company KG ,Germany,Johann M.K. Blumenthal GmbH & Company KG ,New Success Maritime Limited ,Liberia,Gadani,Pakistan,17-Feb
2017,9152612,Hansa,Fully Cellular Containership,16915,,1998,Liberia,,Leonhardt & Blumberg Group ,Germany,Leonhardt & Blumberg Schiffahrtsges. mbH & Company ,Schiffahrts-Gesellschaft Hansa Calypso mbH & Company ,Germany,Alang,India,17-Jan
2017,9152595,Stella,Fully Cellular Containership,16915,,1998,Liberia,,Leonhardt & Blumberg Group ,Germany,Leonhardt & Blumberg Schiffahrtsges. mbH & Company ,Schiffahrtsgesellschaft Hansa Castella mbH & Company ,Germany,Alang,India,17-Feb
2017,9138135,Purple Beach,General Cargo With Container Capacity,23401,,1998,Marshall Islands,,MACS Maritime Carrier Shipping GmbH & Company KG ,Germany,MACS Maritime Carrier Shipping GmbH & Company KG ,Purple Beach Shipping GmbH & Company ,Germany,Aliaga,Turkey,17-Apr
2017,9279094,Nette,Bulk Carrier,17534,,2003,Liberia,,MST Mineralien Schiffahrt Spedition und Transport GmbH ,Germany,MST Mineralien Schiffahrt Spedition und Transport GmbH ,Reederei ms Anette GmbH & Company KG ,Germany,Alang,India,17-Jan
2017,9002776,Bing N.,Bulk Ore Carrier,154030,,1992,Liberia,,Neu Seeschiffahrt GmbH ,Germany,Neu Seeschiffahrt GmbH ,General Ore Carrier Corporation XII Limited ,Panama,Chittagong,Bangladesh,17-Feb
2017,9127150,Eva N. ,Bulk Ore Carrier,107512,,1997,Liberia,,Neu Seeschiffahrt GmbH ,Germany,General Ore International Corporation ,General Ore Carrier Corporation XI Limited ,Liberia,Chittagong,Bangladesh,17-Feb
2017,8614194,Dorila 1,Fully Cellular Containership,10811,,1987,Comoros,Liberia,Norddeutsche Vermogen Holding GmbH & Company ,Germany,Norddeutsche Vermogen Holding GmbH & Company ,Reederei Suderelbe GmbH & Company Schiffahrts KG ,Germany,Chittagong,Bangladesh,17-May
2017,9232383,Alster,Fully Cellular Containership,25630,,2002,St Kitts & Nevis,Marshall Islands,Oskar Wehr KG (GmbH & Company) ,Germany,Oskar Wehr KG (GmbH & Company) ,SBT Shipping Company Limited ,Marshall Islands,Alang,India,17-Feb
2017,9175975,Monia,Fully Cellular Containership,29383,,1997,Comoros,Liberia,Peter Dohle Schiffahrts,Germany,Hammonia Reederei GmbH & Company KG ,ms Hammonia Internum Schiffahrts GmbH & Company KG ,Germany,Chittagong,Bangladesh,16-Dec
2017,9219355,Cs Discovery,Fully Cellular Containership,35824,,2001,Liberia,,Peter Dohle Schiffahrts,Germany,Peter Dohle Schiffahrts,Loretta Schiffahrts GmbH & Company ,Liberia,Alang,India,17-Jan
2017,9280665,Hammonia Francia,Fully Cellular Containership,65247,,2004,Liberia,Madeira,Peter Dohle Schiffahrts,Germany,HCI Hammonia Shipping AG ,Hammonia Francia Shipping Company Limited ,Liberia,Gadani,Pakistan,17-Feb
2017,9149304,Elgi,Fully Cellular Containership,25608,,1997,Comoros,Liberia,Peter Dohle Schiffahrts,Germany,Hammonia Reederei GmbH & Company KG ,Europa I Schiffsfonds GmbH & Company KG ,Germany,Alang,India,17-Jan
2017,9477311,Grenada,Fully Cellular Containership,40541,,2010,Palau,Portugal,Peter Dohle Schiffahrts,Germany,Hammonia Reederei GmbH & Company KG ,ms Hammonia Grenada Schiffahrts GmbH & Company KG ,Germany,Chittagong,Bangladesh,17-Feb
2017,9326794,Carat,Fully Cellular Containership,54809,,2005,Comoros,Liberia,Reederei Claus-Peter Offen (GmbH & Company KG) ,Germany,Reederei Claus-Peter Offen (GmbH & Company KG) ,Zweite ms Santa Placida Offen Reederei GmbH & Company KG ,Germany,Gadani,Pakistan,17-Apr
2017,9158513,Rich S.,Fully Cellular Containership,25624,,1998,Antigua & Barbuda,,Reederei Heinrich und Rudolf Schepers ,Germany,Reederei Heinrich und Rudolf Schepers GmbH ,H.& H. Schepers GmbH & Company KG ms Heinrich S. ,Germany,Alang,India,17-Jan
2017,9137674,Burg-1,Container Ship,23896,,1997,Comoros,Liberia,Rendsburg Schiffahrtskontor,Germany,MSC Mediterranean Shipping Co,Burg Shipping Co Ltd,Liberia,Chittagong,Bangladesh,17-Oct
2017,9152739,Alexandra Rickmers I,Container Ship,26131,,1997,St Kitts & Nevis,Liberia,Rickmers Reederei GmbH & Cie,Germany,MSC Mediterranean Shipping Co,Alexa Navigation Co Ltd,Liberia,Gadani,Pakistan,17-Sep
2017,9236547,Florida 1,Container Ship,51364,,2005,St Kitts & Nevis,Liberia,Rickmers Reederei GmbH & Cie,Germany,Rickmers Reederei GmbH & Cie,Astir Maritime No 2 Ltd,Marshall Islands,Gadani,Pakistan,17-Oct
2017,9404194,India Rickmers,Fully Cellular Containership,40542,,2009,Marshall Islands,,Rickmers Reederei GmbH & Cie,Germany,Rickmers Maritime ,India Navigation Limited ,Marshall Islands,Alang,India,17-Jan
